醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日
3531050248,中文內科小兒科診所,專科診所,(02)29141010,新北市新店區北新路３段１６９號,臺北業務組,4,門診診療,"內科,兒科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19950301
3531050293,陳小兒科診所,專科診所,(02)29110075,新北市新店區北新路３段１００號,臺北業務組,4,門診診療,兒科,20280229,星期一上午看診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19950301
3531050328,啟生診所,專科診所,(02)29141100,新北市新店區北新路１段１８５號１樓、１８７號１樓,臺北業務組,4,門診診療,"外科,皮膚科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,1月20日早上門診正常.下午晚上休診 .1月30日星期一早上休診.皮膚科下午和晚診看診..外科晚上看診,65000,19950301
3531050426,恩寧眼科診所,專科診所,(02)29148459,新北市新店區中正路１１３號２樓,臺北業務組,4,門診診療,眼科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19950301
3531050462,太山家庭醫學科診所,專科診所,(02)29175375,新北市新店區光明路２４４巷１號,臺北業務組,4,門診診療,家醫科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19950301
3531050604,黃瑛超皮膚科診所,專科診所,(02)29153734,新北市新店區北新路３段１２８號１樓、２樓,臺北業務組,4,,,20220215,,,65000,19950301
3531050659,陳正宗診所,一般診所（醫務室）,(02)29129981,新北市新店區中正路２４１號１樓,臺北業務組,4,門診診療,"家醫科,兒科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,9月17日中秋節只看上午診,65000,19950301
3531050720,東陽耳鼻喉科診所,專科診所,(02)29161189,新北市新店區北新路３段１５４號,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19950301
3531050775,睛彩眼科診所,專科診所,(02)29101760,新北市新店區北新路１段３２３號,臺北業務組,4,門診診療,眼科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19950301
3531050784,黃宏超眼科診所,專科診所,(02)29127480,新北市新店區力行路２號１樓,臺北業務組,4,門診診療,眼科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,19950301
3531050944,顏秀吉婦產科診所,專科診所,(02)29151179,新北市新店區民權路３９號２樓,臺北業務組,4,,,20240823,,,65000,19950301
3531050962,惠安診所,一般診所（醫務室）,(02)29172930,新北市新店區北新路３段１６號,臺北業務組,4,門診診療,不分科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,113年2月9日休診到2月14日，2月15日正常看診,65000,19950301
3531050971,汪耳鼻喉科診所,專科診所,(02)29177032,新北市新店區北新路３段８２號７樓－３,臺北業務組,4,門診診療,耳鼻喉科,20250919,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19950920
3531050999,高兒科診所,專科診所,(02)22121545,新北市新店區安成街３８號,臺北業務組,4,門診診療,"不分科,兒科",20280229,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,國定假日看診時間上午8:30~12:00,65000,19950301
3531051094,群惠耳鼻喉科診所,專科診所,(02)29139060,新北市新店區中正路２６３－１號,臺北業務組,4,門診診療,耳鼻喉科,20260212,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19960213
3531051101,張榮宗內科診所,專科診所,(02)29179322,新北市新店區建國路８３－１號,臺北業務組,4,門診診療,內科,20280628,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,19960629
3531051138,雁秋診所,一般診所（醫務室）,(02)22121461,新北市新店區安成街１０號,臺北業務組,4,門診診療,不分科,20250905,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19960906
3531051147,吳耳鼻喉科診所,專科診所,(02)29151245,新北市新店區民族路６１號,臺北業務組,4,門診診療,耳鼻喉科,20250930,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19961001
3531051192,劉建梅診所,一般診所（醫務室）,(02)29124106,新北市新店區中正路２０、２２號,臺北業務組,4,"復健－物理治療業務,門診診療","內科,神經科",20280414,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19970415
3531051254,文玉小兒科診所,專科診所,(02)29104898,新北市新店區建國路７０號,臺北業務組,4,門診診療,兒科,20280630,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19970701
3531051290,李亭鋒耳鼻喉科診所,專科診所,(02)86660991,新北市新店區安康路２段１２３－１號１樓,臺北業務組,4,門診診療,"家醫科,耳鼻喉科",20250904,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19970905
3531051307,護康診所,一般診所（醫務室）,(02)86663366,新北市新店區安成街３２號,臺北業務組,4,門診診療,不分科,20251103,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,國定假日早上看診，晚上休診,65000,19971104
3531051325,富森診所,一般診所（醫務室）,(02)86658711,新北市新店區三民路９７號,臺北業務組,4,門診診療,不分科,20260217,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19980218
3531051343,佳音診所,一般診所（醫務室）,(02)86660033,新北市新店區安民街１３５號,臺北業務組,4,門診診療,不分科,20280630,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19980701
3531051398,楊龍駿婦產科診所,專科診所,(02)86665091,新北市新店區安康路２段１４２巷１６號１樓,臺北業務組,4,門診診療,婦產科,20250726,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19980727
3531051432,蕭仁哲婦產科診所,專科診所,(02)29158090,新北市新店區北新路３段１６５、１６７號１－４樓,臺北業務組,4,"門診診療,婦女人類乳突病毒檢測服務",婦產科,20251110,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19981111
3531051441,陳沛生耳鼻喉科診所,專科診所,(02)29178067,新北市新店區北新路２段３９號,臺北業務組,4,門診診療,耳鼻喉科,20250706,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19980707
3531051512,呈恩診所,專科診所,(02)86662207,新北市新店區安和路３段８５號１樓,臺北業務組,4,門診診療,兒科,20280531,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19990601
3531051521,為宏皮膚科診所,專科診所,(02)86655332,新北市新店區北新路３段１１８號,臺北業務組,4,門診診療,皮膚科,20280602,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,19990603
3531051549,民康眼科診所,專科診所,(02)22113063,新北市新店區安康路２段６６號,臺北業務組,4,門診診療,眼科,20250727,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,19990728
3531051567,王慶祥小兒科診所,專科診所,(02)29106485,新北市新店區北新路１段５６號１樓,臺北業務組,4,,,20220621,,,65000,19990915
3531052635,林建良耳鼻喉科診所,專科診所,(02)29131313,新北市新店區中正路１５８號１樓,臺北業務組,4,門診診療,"家醫科,耳鼻喉科",20251008,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,週一至週六早診7:50-12:00、午晚診3-9:00、週六午晚及週日休診、10／10開設早診,65000,20001009
3531052715,和成診所,一般診所（醫務室）,(02)86660443,新北市新店區安成街２６號,臺北業務組,4,門診診療,"家醫科,內科",20280311,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,112-12-30 早上，下午看診；112-12-31:休診. 113-01-01 早上看診.,65000,20010312
3531052760,欣和診所,一般診所（醫務室）,(02)29401103,新北市新店區安和路３段１５１號,臺北業務組,4,門診診療,不分科,20280502,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20010503
3531052797,潘如瑾婦產科診所,專科診所,(02)29161718,新北市新店區民權路６１號１樓,臺北業務組,4,門診診療,婦產科,20250730,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20010731
3531052804,林逢慶診所,一般診所（醫務室）,(02)22156150,新北市新店區安康路３段２１號１樓,臺北業務組,4,門診診療,內科,20250919,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,1／1上午開診1／1下午開診1／1晚上開診,65000,20010920
3531052831,幼安小兒科診所,專科診所,(02)86660909,新北市新店區安康路２段９９號,臺北業務組,4,門診診療,兒科,20260130,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,65000,20020131
3531052840,信安診所,一般診所（醫務室）,(02)29181828,新北市新店區民族路９號,臺北業務組,4,門診診療,不分科,20280303,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20020304
3531052859,邱眼科診所,專科診所,(02)29112580,新北市新店區中正路２２２號２樓,臺北業務組,4,門診診療,眼科,20280508,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20020509
3531052966,佑康聯合診所,一般診所（醫務室）,(02)22153239,新北市新店區安康路３段１７號１樓,臺北業務組,4,門診診療,內科,20251030,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20031031
3531053034,德明眼科診所,專科診所,(952)882021,新北市新店區建國路１３６號１樓，１３８號２樓,臺北業務組,4,門診診療,眼科,20260217,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20040218
3531053052,維霖內科診所,專科診所,(02)89147799,新北市新店區建國路６－１號１樓２樓,臺北業務組,4,門診診療,內科,20280630,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20040701
3531053070,健全診所,一般診所（醫務室）,(02)89146989,新北市新店區建國路１１７號１樓,臺北業務組,4,門診診療,不分科,20250819,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上看診,-,65000,20040820
3531053098,九宜診所,一般診所（醫務室）,(02)89147665,新北市新店區北宜路１段５２號１樓,臺北業務組,4,門診診療,不分科,20260108,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,週日休診,65000,20050109
3531053123,我的診所,專科診所,(02)86654138,新北市新店區民族路１８３號１樓,臺北業務組,4,門診診療,內科,20280630,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20050701
3531053132,全康診所,一般診所（醫務室）,(02)82180607,新北市新店區溪園路３７９號１樓、３８３號１樓,臺北業務組,4,門診診療,不分科,20250703,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20050704
3531053141,安立診所,一般診所（醫務室）,(02)22177669,新北市新店區北宜路２段２８號１樓,臺北業務組,4,門診診療,不分科,20250720,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,20050721
3531053150,聖新診所,一般診所（醫務室）,(02)29131415,新北市新店區寶橋路４號１樓,臺北業務組,4,門診診療,不分科,20250829,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,65000,20050830
3531053178,安民診所,一般診所（醫務室）,(02)22129283,新北市新店區安民街２３５號１樓,臺北業務組,4,門診診療,不分科,20250929,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,8月27日上午門診／下午及夜間休診,65000,20050930
3531053203,又新診所,一般診所（醫務室）,(02)86650062,新北市新店區建國路７１號,臺北業務組,4,門診診療,不分科,20280221,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,20060222
3531053212,曾俊睿小兒科診所,專科診所,(02)29137201,新北市新店區寶橋路５４號１樓、２樓,臺北業務組,4,門診診療,兒科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,國定例假日看診請依診所公告,65000,20060301
3531053285,國城診所,一般診所（醫務室）,(02)29175941,新北市新店區北新路２段２００號２樓、２００號２樓之１,臺北業務組,4,"門診診療,血液透析",內科,20251007,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,春節連續假期期間照平日看診,65000,20071008
3531053338,新眼光眼科診所,專科診所,(02)29135353,新北市新店區北新路２段１４號,臺北業務組,4,門診診療,眼科,20250707,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,20080708
3531053409,耀程耳鼻喉科診所,專科診所,(02)29171110,新北市新店區三民路６６號１樓,臺北業務組,4,門診診療,耳鼻喉科,20250921,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上看診,-,65000,20080922
3531053433,加加小兒科診所,專科診所,(02)22104948,新北市新店區玫瑰路１４號１樓,臺北業務組,4,門診診療,兒科,20251230,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,113／1／1 元旦休診,65000,20081231
3531053490,佳禾復健科診所,專科診所,(02)89193350,新北市新店區建國路２５０號１樓、新店區民權路８７－２號２樓,臺北業務組,4,,,20220801,,,65000,20090803
